iter	RMSE
268	15.53673234
269	15.51824365
270	15.48235885
271	15.44616607
272	15.43705379
273	15.42318758
274	15.4065208
275	15.37946761
276	15.35233487
277	15.31840721
278	15.30578512
279	15.28722794
280	15.27343626
281	15.26603225
282	15.2335051
283	15.22886632
284	15.21632497
285	15.17308241
286	15.15110188
287	15.12031239
288	15.09992336
289	15.07628113
290	15.05661822
291	15.03922897
292	15.02652607
293	15.00146941
294	14.97583387
295	14.95958234
296	14.93733887
297	14.91079895
298	14.88239507
299	14.85959015
300	14.84750592
301	14.83945485
302	14.82491737
303	14.81631808
304	14.78545283
305	14.77799764
306	14.76043164
307	14.73620759
308	14.73032575
309	14.71446928
310	14.70902992
311	14.69952904
312	14.67411297
313	14.65925163
314	14.64502129
315	14.63986821
316	14.62218067
317	14.61786526
318	14.60361538
319	14.59315354
320	14.58412614
321	14.57994283
322	14.57668755
323	14.57187893
324	14.55734283
325	14.52830339
326	14.51523604
327	14.49397608
328	14.48011161
329	14.4755679
330	14.4714484
331	14.46771753
332	14.46429529
333	14.45224822
334	14.44423168
335	14.42068092
336	14.40727054
337	14.38570841
338	14.37038654
339	14.35586031
340	14.35124386
341	14.34323814
342	14.32839196
343	14.31590199
344	14.31419049
345	14.31218135
346	14.30119208
347	14.29199886
348	14.27797063
349	14.26239667
350	14.25978849
351	14.24738675
352	14.21838438
353	14.19972927
354	14.18517797
355	14.18244791
356	14.17588314
357	14.16122378
358	14.14629248
359	14.13464513
360	14.11722594
361	14.10551998
362	14.10288975
363	14.09025418
364	14.08624165
365	14.06713482
366	14.06511214
367	14.05078544
368	14.04381031
369	14.02983235
370	14.01602398
371	13.99735099
372	13.97948502
373	13.96108949
374	13.9387812
375	13.93534676
376	13.93343689
377	13.91788448
378	13.90910397
379	13.90299457
380	13.88864838
381	13.88046818
382	13.87551633
383	13.87396749
384	13.86988476
385	13.8627548
386	13.84787712
387	13.84381762
388	13.84212375
389	13.83984054
390	13.83436579
391	13.81606407
392	13.8135212
393	13.81180548
394	13.80024758
395	13.7986618
396	13.77995947
397	13.77194073
398	13.76892264
399	13.7479155
400	13.73426255
401	13.72508307
402	13.71534171
403	13.70153951
404	13.69872937
405	13.68921102
406	13.68047788
407	13.67660717
408	13.67505597
409	13.65560094
410	13.64763309
411	13.63699327
412	13.63509888
413	13.629788
414	13.61497235
415	13.6127508
416	13.60994847
417	13.60278969
418	13.60075323
419	13.5918718
420	13.58300206
421	13.57985187
422	13.57367558
423	13.56454851
424	13.54015766
425	13.53143376
426	13.52429906
427	13.50810553
428	13.50517446
429	13.50042013
430	13.49959676
431	13.49055401
432	13.47372103
433	13.46485407
434	13.46290144
435	13.45906632
436	13.45435495
437	13.43859107
438	13.42131421
439	13.40920861
440	13.40598271
441	13.40331637
442	13.39823956
443	13.39598338
444	13.37788662
445	13.36322867
446	13.35335145
447	13.3488502
448	13.34729948
449	13.3300851
450	13.32887686
451	13.31104137
452	13.30228254
453	13.28702595
454	13.28173643
455	13.2748652
456	13.27252788
457	13.26740396
458	13.25638708
459	13.25052638
460	13.24239719
461	13.23817515
462	13.22505488
463	13.22007673
464	13.21176645
465	13.20589823
466	13.18985516
467	13.17849152
468	13.16993728
469	13.16511557
470	13.16203256
471	13.15989483
472	13.15047754
473	13.14784662
474	13.13357439
475	13.13010736
476	13.11480474
477	13.11306056
478	13.09701646
479	13.09364081
480	13.0774482
481	13.07568602
482	13.06532029
483	13.06357444
484	13.06172778
485	13.0574889
486	13.05568722
487	13.05425296
488	13.04976525
489	13.03402123
490	13.03287314
491	13.02220041
492	13.01347305
493	12.99804382
494	12.99343961
495	12.99040079
496	12.98811284
497	12.98231287
498	12.98008091
499	12.97431467
500	12.96032743
501	12.95327981
502	12.94922263
503	12.94770406
504	12.94188359
505	12.92668023
506	12.91596946
507	12.91127278
508	12.90810931
509	12.90446419
510	12.90171032
511	12.89594306
512	12.89433134
513	12.88897457
514	12.88324515
515	12.88172843
516	12.8732771
517	12.86039454
518	12.85261878
519	12.84430606
520	12.8252058
521	12.82372079
522	12.82193928
523	12.8171374
524	12.81249554
525	12.80836856
526	12.80175572
527	12.7973062
528	12.79258252
529	12.7907717
530	12.78441008
531	12.77293733
532	12.76960341
533	12.7660251
534	12.7510423
535	12.73491922
536	12.71981751
537	12.71839033
538	12.70936347
539	12.70179739
540	12.69853131
541	12.69796251
542	12.69071218
543	12.67359362
544	12.66287192
545	12.65726823
546	12.64520411
547	12.63334019
548	12.62510086
549	12.6239187
550	12.6204017
551	12.61756199
552	12.61530536
553	12.60937333
554	12.60771651
555	12.60427741
556	12.60080336
557	12.59719809
558	12.59425613
559	12.58310508
560	12.57965142
561	12.57402101
562	12.57270757
563	12.56689386
564	12.56354784
565	12.5531846
566	12.54722687
567	12.54506361
568	12.54042763
569	12.53936157
570	12.53761253
571	12.53538763
572	12.53138583
573	12.51959526
574	12.51798498
575	12.50890532
576	12.50325165
577	12.49912607
578	12.49019984
579	12.48745292
580	12.47532093
581	12.46901879
582	12.4575605
583	12.45553335
584	12.45505346
585	12.44915648
586	12.44273679
587	12.44006486
588	12.4361276
589	12.43296404
590	12.42445793
591	12.41789314
592	12.40756404
593	12.40445139
594	12.40190173
595	12.40077597
596	12.38921331
597	12.38774809
598	12.38109695
599	12.3772382
600	12.37261618
601	12.36798832
602	12.363
603	12.35602828
604	12.35469592
605	12.34349824
606	12.34121506
607	12.33885326
608	12.32966651
609	12.32348367
610	12.31937639
611	12.31740996
612	12.30609946
613	12.30018673
614	12.28938636
615	12.27828516
616	12.27248998
617	12.26988052
618	12.26451348
619	12.26086644
620	12.25567258
621	12.25363171
622	12.24881405
623	12.24463326
624	12.23924119
625	12.23589041
626	12.22849176
627	12.22419083
628	12.22331259
629	12.22223752
630	12.22047951
631	12.2118013
632	12.21083066
633	12.2039765
634	12.2021634
635	12.20069191
636	12.19920098
637	12.19741885
638	12.1955695
639	12.19276793
640	12.18443194
641	12.1816348
642	12.17982054
643	12.17321213
644	12.17170083
645	12.16963884
646	12.16246251
647	12.15595771
648	12.15369389
649	12.15190854
650	12.14976785
651	12.14453871
652	12.14284015
653	12.13902858
654	12.13396168
655	12.13208127
656	12.12690167
657	12.11900925
658	12.11368531
659	12.10671697
660	12.10428267
661	12.10268278
662	12.09492432
663	12.09312786
664	12.08406617
665	12.0737176
666	12.06751309
667	12.06312002
668	12.06211299
669	12.05747937
670	12.05214005
671	12.04928946
672	12.04483784
673	12.03924528
674	12.03737103
675	12.03322618
676	12.02887389
677	12.02817702
678	12.02353185
679	12.01952949
680	12.0155464
681	12.01255541
682	12.01155839
683	12.00392153
684	11.99547984
685	11.99446013
686	11.99058881
687	11.98164706
688	11.9787234
689	11.97838588
690	11.97454479
691	11.96778831
692	11.9654702
693	11.95796204
694	11.95734329
695	11.9564777
696	11.95510211
697	11.94776771
698	11.94486909
699	11.9381169
700	11.9276543
701	11.92314567
702	11.91957081
703	11.91820503
704	11.91050092
705	11.90923491
706	11.90083265
707	11.89901159
708	11.89137528
709	11.88923217
710	11.8789244
711	11.87731136
712	11.86959308
713	11.86485179
714	11.86241886
715	11.86069222
716	11.8573356
717	11.85592446
718	11.85211268
719	11.84872717
720	11.84740424
721	11.84306561
722	11.83959149
723	11.83537101
724	11.82732742
725	11.82623563
726	11.8229804
727	11.82182694
728	11.81874178
729	11.80885516
730	11.80794636
731	11.80553612
732	11.80345739
733	11.7993054
734	11.79622354
735	11.7951523
736	11.79400309
737	11.79091484
738	11.78609993
739	11.78404123
740	11.77842827
741	11.77656479
742	11.77151348
743	11.77028939
744	11.76823838
745	11.762473
746	11.75714015
747	11.75414902
748	11.74812754
749	11.740666
750	11.73612807
751	11.73419601
752	11.72854744
753	11.72496259
754	11.71542272
755	11.71166468
756	11.7058836
757	11.69918364
758	11.6904092
759	11.68655767
760	11.68120607
761	11.67658643
762	11.67062319
763	11.670028
764	11.66146669
765	11.65793887
766	11.65370202
767	11.65015997
768	11.64779695
769	11.6391296
770	11.63522475
771	11.63349558
772	11.63105744
773	11.62984045
774	11.62774204
775	11.6234375
776	11.62107129
777	11.61958923
778	11.61465865
779	11.6109638
780	11.60837669
781	11.60594314
782	11.60449476
783	11.5990253
784	11.59737164
785	11.58969054
786	11.58665199
787	11.58480301
788	11.57994764
789	11.57830098
790	11.57610158
791	11.57408049
792	11.57038046
793	11.56822325
794	11.56744543
795	11.56670851
796	11.55849757
797	11.55800682
798	11.55188043
799	11.55111454
800	11.54493566
801	11.54300101
802	11.54225245
803	11.53847297
804	11.53670602
805	11.53601701
806	11.5289037
807	11.52505572
808	11.52160816
809	11.51926778
810	11.51840567
811	11.51405583
812	11.51016783
813	11.50740896
814	11.50664657
815	11.50189048
816	11.49704203
817	11.49600269
818	11.49178702
819	11.49076363
820	11.48661402
821	11.48595947
822	11.48442802
823	11.47685875
824	11.4749114
825	11.47334813
826	11.4715192
827	11.46854789
828	11.46497358
829	11.4638221
830	11.46302889
831	11.46086031
832	11.45846349
833	11.45298806
834	11.45196574
835	11.44947318
836	11.44632139
837	11.44485869
838	11.443427
839	11.44318764
840	11.44172423
841	11.43607964
842	11.43507838
843	11.43254873
844	11.43223309
845	11.42914652
846	11.42561361
847	11.42508788
848	11.42329109
849	11.42173552
850	11.41938298
851	11.4174158
852	11.41590053
853	11.41469495
854	11.41153554
855	11.40802658
856	11.40487223
857	11.39797848
858	11.39675151
859	11.39540957
860	11.3939342
861	11.386832
862	11.38540109
863	11.38349776
864	11.38268197
865	11.38177844
866	11.37976864
867	11.3776123
868	11.37241158
869	11.36868658
870	11.36801775
871	11.36622452
872	11.364456
873	11.3625757
874	11.36169978
875	11.35926443
876	11.35581911
877	11.35503081
878	11.35234053
879	11.34991676
880	11.34773921
881	11.34571428
882	11.34436617
883	11.34372799
884	11.34175195
885	11.33776849
886	11.33673265
887	11.33501987
888	11.33327821
889	11.33166577
890	11.33120036
891	11.33041524
892	11.33000215
893	11.32746131
894	11.32427973
895	11.32104283
896	11.31645437
897	11.31556408
898	11.31177214
899	11.31051509
900	11.31000443
901	11.30920029
902	11.30437386
903	11.30160056
904	11.30011674
905	11.29668421
906	11.29135975
907	11.28932175
908	11.28462974
909	11.28134423
910	11.27979259
911	11.27864196
912	11.27620233
913	11.27567557
914	11.27481525
915	11.27445185
916	11.27233288
917	11.27146069
918	11.26908813
919	11.26800657
920	11.26749116
921	11.26617853
922	11.26529278
923	11.26490861
924	11.26097803
925	11.25990212
926	11.25887222
927	11.2579771
928	11.25234086
929	11.2519405
930	11.25126445
931	11.24833674
932	11.24346366
933	11.24286221
934	11.23938284
935	11.23830073
936	11.23694472
937	11.23616053
938	11.23340916
939	11.23309659
940	11.23229138
941	11.23124496
942	11.22834557
943	11.22687856
944	11.22626303
945	11.22554282
946	11.22482148
947	11.22056114
948	11.21476101
949	11.21338345
950	11.21004179
951	11.20929722
952	11.20857644
953	11.20776913
954	11.20465948
955	11.20339315
956	11.20131899
957	11.19902838
958	11.19462941
959	11.19231601
960	11.19033703
961	11.18993877
962	11.18839264
963	11.1876609
964	11.18690828
965	11.18360286
966	11.18318046
967	11.1785058
968	11.17439747
969	11.17295969
970	11.17060004
971	11.16988212
972	11.16636527
973	11.16254596
974	11.16150346
975	11.15858655
976	11.15673504
977	11.15623383
978	11.15532234
979	11.15340134
980	11.15232999
981	11.15073912
982	11.149775
983	11.14915834
984	11.14851954
985	11.14808192
986	11.14724803
987	11.14483182
988	11.14180921
989	11.14082799
990	11.13947202
991	11.13690624
992	11.13568061
993	11.13355089
994	11.13155513
995	11.1303239
996	11.12822215
997	11.12762287
998	11.1244279
999	11.12392814
