nohup: 忽略输入
start rfexgb
i: 1 | n_features : 20 | start
i: 6 | n_features : 11 | start
i: 6 | n_features : 11 | end
i: 6 | n_features : 10 | start
i: 6 | n_features : 10 | end
i: 6 | n_features : 9 | start
i: 6 | n_features : 9 | end
i: 6 | n_features : 8 | start
i: 6 | n_features : 8 | end
i: 6 | n_features : 7 | start
i: 6 | n_features : 7 | end
i: 6 | n_features : 6 | start
i: 6 | n_features : 6 | end
i: 6 | n_features : 5 | start
i: 6 | n_features : 5 | end
i: 7 | n_features : 20 | start
i: 7 | n_features : 20 | end
i: 7 | n_features : 19 | start
i: 7 | n_features : 19 | end
i: 7 | n_features : 18 | start
i: 7 | n_features : 18 | end
i: 7 | n_features : 17 | start
i: 7 | n_features : 17 | end
i: 7 | n_features : 16 | start
i: 7 | n_features : 16 | end
i: 7 | n_features : 15 | start
i: 7 | n_features : 15 | end
i: 7 | n_features : 14 | start
i: 7 | n_features : 14 | end
i: 7 | n_features : 13 | start
i: 7 | n_features : 13 | end
i: 7 | n_features : 12 | start
i: 7 | n_features : 12 | end
i: 7 | n_features : 11 | start
i: 7 | n_features : 11 | end
i: 7 | n_features : 10 | start
i: 7 | n_features : 10 | end
i: 7 | n_features : 9 | start
i: 7 | n_features : 9 | end
i: 7 | n_features : 8 | start
i: 7 | n_features : 8 | end
i: 7 | n_features : 7 | start
i: 7 | n_features : 7 | end
i: 7 | n_features : 6 | start
i: 7 | n_features : 6 | end
i: 7 | n_features : 5 | start
i: 7 | n_features : 5 | end
i: 8 | n_features : 20 | start
i: 8 | n_features : 20 | end
i: 8 | n_features : 19 | start
i: 8 | n_features : 19 | end
i: 8 | n_features : 18 | start
i: 8 | n_features : 18 | end
i: 8 | n_features : 17 | start
i: 8 | n_features : 17 | end
i: 8 | n_features : 16 | start
i: 8 | n_features : 16 | end
i: 8 | n_features : 15 | start
i: 8 | n_features : 15 | end
i: 8 | n_features : 14 | start
i: 8 | n_features : 14 | end
i: 8 | n_features : 13 | start
i: 8 | n_features : 13 | end
i: 8 | n_features : 12 | start
i: 8 | n_features : 12 | end
i: 8 | n_features : 11 | start
i: 8 | n_features : 11 | end
i: 8 | n_features : 10 | start
i: 8 | n_features : 10 | end
i: 8 | n_features : 9 | start
i: 8 | n_features : 9 | end
i: 8 | n_features : 8 | start
i: 8 | n_features : 8 | end
i: 8 | n_features : 7 | start
i: 8 | n_features : 7 | end
i: 8 | n_features : 6 | start
i: 8 | n_features : 6 | end
i: 8 | n_features : 5 | start
i: 8 | n_features : 5 | end
i: 9 | n_features : 20 | start
i: 9 | n_features : 20 | end
i: 9 | n_features : 19 | start
i: 9 | n_features : 19 | end
i: 9 | n_features : 18 | start
i: 9 | n_features : 18 | end
i: 9 | n_features : 17 | start
i: 9 | n_features : 17 | end
i: 9 | n_features : 16 | start
i: 9 | n_features : 16 | end
i: 9 | n_features : 15 | start
i: 9 | n_features : 15 | end
i: 9 | n_features : 14 | start
i: 9 | n_features : 14 | end
i: 9 | n_features : 13 | start
i: 9 | n_features : 13 | end
i: 9 | n_features : 12 | start
i: 9 | n_features : 12 | end
i: 9 | n_features : 11 | start
i: 9 | n_features : 11 | end
i: 9 | n_features : 10 | start
i: 9 | n_features : 10 | end
i: 9 | n_features : 9 | start
i: 9 | n_features : 9 | end
i: 9 | n_features : 8 | start
i: 9 | n_features : 8 | end
i: 9 | n_features : 7 | start
i: 9 | n_features : 7 | end
i: 9 | n_features : 6 | start
i: 9 | n_features : 6 | end
i: 9 | n_features : 5 | start
i: 9 | n_features : 5 | end
i: 10 | n_features : 20 | start
i: 10 | n_features : 20 | end
i: 10 | n_features : 19 | start
i: 10 | n_features : 19 | end
i: 10 | n_features : 18 | start
i: 10 | n_features : 18 | end
i: 10 | n_features : 17 | start
i: 10 | n_features : 17 | end
i: 10 | n_features : 16 | start
i: 10 | n_features : 16 | end
i: 10 | n_features : 15 | start
i: 10 | n_features : 15 | end
i: 10 | n_features : 14 | start
i: 10 | n_features : 14 | end
i: 10 | n_features : 13 | start
i: 10 | n_features : 13 | end
i: 10 | n_features : 12 | start
i: 10 | n_features : 12 | end
i: 10 | n_features : 11 | start
i: 10 | n_features : 11 | end
i: 10 | n_features : 10 | start
i: 10 | n_features : 10 | end
i: 10 | n_features : 9 | start
i: 10 | n_features : 9 | end
i: 10 | n_features : 8 | start
i: 10 | n_features : 8 | end
i: 10 | n_features : 7 | start
i: 10 | n_features : 7 | end
i: 10 | n_features : 6 | start
i: 10 | n_features : 6 | end
i: 10 | n_features : 5 | start
i: 10 | n_features : 5 | end
i: 11 | n_features : 20 | start
i: 11 | n_features : 20 | end
i: 11 | n_features : 19 | start
i: 11 | n_features : 19 | end
i: 11 | n_features : 18 | start
i: 11 | n_features : 18 | end
i: 11 | n_features : 17 | start
i: 11 | n_features : 17 | end
i: 11 | n_features : 16 | start
i: 11 | n_features : 16 | end
i: 11 | n_features : 15 | start
i: 11 | n_features : 15 | end
i: 11 | n_features : 14 | start
i: 11 | n_features : 14 | end
i: 11 | n_features : 13 | start
i: 11 | n_features : 13 | end
i: 11 | n_features : 12 | start
i: 11 | n_features : 12 | end
i: 11 | n_features : 11 | start
i: 11 | n_features : 11 | end
i: 11 | n_features : 10 | start
i: 11 | n_features : 10 | end
i: 11 | n_features : 9 | start
i: 11 | n_features : 9 | end
i: 11 | n_features : 8 | start
i: 11 | n_features : 8 | end
i: 11 | n_features : 7 | start
i: 11 | n_features : 7 | end
i: 11 | n_features : 6 | start
i: 11 | n_features : 6 | end
i: 11 | n_features : 5 | start
i: 11 | n_features : 5 | end
i: 12 | n_features : 20 | start
i: 12 | n_features : 20 | end
i: 12 | n_features : 19 | start
i: 12 | n_features : 19 | end
i: 12 | n_features : 18 | start
i: 12 | n_features : 18 | end
i: 12 | n_features : 17 | start
i: 12 | n_features : 17 | end
i: 12 | n_features : 16 | start
i: 12 | n_features : 16 | end
i: 12 | n_features : 15 | start
i: 12 | n_features : 15 | end
i: 12 | n_features : 14 | start
i: 12 | n_features : 14 | end
i: 12 | n_features : 13 | start
i: 12 | n_features : 13 | end
i: 12 | n_features : 12 | start
i: 12 | n_features : 12 | end
i: 12 | n_features : 11 | start
i: 12 | n_features : 11 | end
i: 12 | n_features : 10 | start
i: 12 | n_features : 10 | end
i: 12 | n_features : 9 | start
i: 12 | n_features : 9 | end
i: 12 | n_features : 8 | start
i: 12 | n_features : 8 | end
i: 12 | n_features : 7 | start
i: 12 | n_features : 7 | end
i: 12 | n_features : 6 | start
i: 12 | n_features : 6 | end
i: 12 | n_features : 5 | start
i: 12 | n_features : 5 | end
i: 13 | n_features : 20 | start
i: 13 | n_features : 20 | end
i: 13 | n_features : 19 | start
i: 13 | n_features : 19 | end
i: 13 | n_features : 18 | start
i: 13 | n_features : 18 | end
i: 13 | n_features : 17 | start
i: 13 | n_features : 17 | end
i: 13 | n_features : 16 | start
i: 13 | n_features : 16 | end
i: 13 | n_features : 15 | start
i: 13 | n_features : 15 | end
i: 13 | n_features : 14 | start
i: 13 | n_features : 14 | end
i: 13 | n_features : 13 | start
i: 13 | n_features : 13 | end
i: 13 | n_features : 12 | start
i: 13 | n_features : 12 | end
i: 13 | n_features : 11 | start
i: 13 | n_features : 11 | end
i: 13 | n_features : 10 | start
i: 13 | n_features : 10 | end
i: 13 | n_features : 9 | start
i: 13 | n_features : 9 | end
i: 13 | n_features : 8 | start
i: 13 | n_features : 8 | end
i: 13 | n_features : 7 | start
i: 13 | n_features : 7 | end
i: 13 | n_features : 6 | start
i: 13 | n_features : 6 | end
i: 13 | n_features : 5 | start
i: 13 | n_features : 5 | end
i: 14 | n_features : 20 | start
i: 14 | n_features : 20 | end
i: 14 | n_features : 19 | start
i: 14 | n_features : 19 | end
i: 14 | n_features : 18 | start
i: 14 | n_features : 18 | end
i: 14 | n_features : 17 | start
i: 14 | n_features : 17 | end
i: 14 | n_features : 16 | start
i: 14 | n_features : 16 | end
i: 14 | n_features : 15 | start
i: 14 | n_features : 15 | end
i: 14 | n_features : 14 | start
i: 14 | n_features : 14 | end
i: 14 | n_features : 13 | start
i: 14 | n_features : 13 | end
i: 14 | n_features : 12 | start
i: 14 | n_features : 12 | end
i: 14 | n_features : 11 | start
i: 14 | n_features : 11 | end
i: 14 | n_features : 10 | start
i: 14 | n_features : 10 | end
i: 14 | n_features : 9 | start
i: 14 | n_features : 9 | end
i: 14 | n_features : 8 | start
i: 14 | n_features : 8 | end
i: 14 | n_features : 7 | start
i: 14 | n_features : 7 | end
i: 14 | n_features : 6 | start
i: 14 | n_features : 6 | end
i: 14 | n_features : 5 | start
i: 14 | n_features : 5 | end
i: 15 | n_features : 20 | start
i: 15 | n_features : 20 | end
i: 15 | n_features : 19 | start
i: 15 | n_features : 19 | end
i: 15 | n_features : 18 | start
i: 15 | n_features : 18 | end
i: 15 | n_features : 17 | start
i: 15 | n_features : 17 | end
i: 15 | n_features : 16 | start
i: 15 | n_features : 16 | end
i: 15 | n_features : 15 | start
i: 15 | n_features : 15 | end
i: 15 | n_features : 14 | start
i: 15 | n_features : 14 | end
i: 15 | n_features : 13 | start
i: 15 | n_features : 13 | end
i: 15 | n_features : 12 | start
i: 15 | n_features : 12 | end
i: 15 | n_features : 11 | start
i: 15 | n_features : 11 | end
i: 15 | n_features : 10 | start
i: 15 | n_features : 10 | end
i: 15 | n_features : 9 | start
i: 15 | n_features : 9 | end
i: 15 | n_features : 8 | start
i: 15 | n_features : 8 | end
i: 15 | n_features : 7 | start
i: 15 | n_features : 7 | end
i: 15 | n_features : 6 | start
i: 15 | n_features : 6 | end
i: 15 | n_features : 5 | start
i: 15 | n_features : 5 | end
i: 16 | n_features : 20 | start
i: 16 | n_features : 20 | end
i: 16 | n_features : 19 | start
i: 16 | n_features : 19 | end
i: 16 | n_features : 18 | start
i: 16 | n_features : 18 | end
i: 16 | n_features : 17 | start
i: 16 | n_features : 17 | end
i: 16 | n_features : 16 | start
i: 16 | n_features : 16 | end
i: 16 | n_features : 15 | start
i: 16 | n_features : 15 | end
i: 16 | n_features : 14 | start
i: 16 | n_features : 14 | end
i: 16 | n_features : 13 | start
i: 16 | n_features : 13 | end
i: 16 | n_features : 12 | start
i: 16 | n_features : 12 | end
i: 16 | n_features : 11 | start
i: 16 | n_features : 11 | end
i: 16 | n_features : 10 | start
i: 16 | n_features : 10 | end
i: 16 | n_features : 9 | start
i: 16 | n_features : 9 | end
i: 16 | n_features : 8 | start
i: 16 | n_features : 8 | end
i: 16 | n_features : 7 | start
i: 16 | n_features : 7 | end
i: 16 | n_features : 6 | start
i: 16 | n_features : 6 | end
i: 16 | n_features : 5 | start
i: 16 | n_features : 5 | end
i: 17 | n_features : 20 | start
i: 17 | n_features : 20 | end
i: 17 | n_features : 19 | start
i: 17 | n_features : 19 | end
i: 17 | n_features : 18 | start
i: 17 | n_features : 18 | end
i: 17 | n_features : 17 | start
i: 17 | n_features : 17 | end
i: 17 | n_features : 16 | start
i: 17 | n_features : 16 | end
i: 17 | n_features : 15 | start
i: 17 | n_features : 15 | end
i: 17 | n_features : 14 | start
i: 17 | n_features : 14 | end
i: 17 | n_features : 13 | start
i: 17 | n_features : 13 | end
i: 17 | n_features : 12 | start
i: 17 | n_features : 12 | end
i: 17 | n_features : 11 | start
i: 17 | n_features : 11 | end
i: 17 | n_features : 10 | start
i: 17 | n_features : 10 | end
i: 17 | n_features : 9 | start
i: 17 | n_features : 9 | end
i: 17 | n_features : 8 | start
i: 17 | n_features : 8 | end
i: 17 | n_features : 7 | start
i: 17 | n_features : 7 | end
i: 17 | n_features : 6 | start
i: 17 | n_features : 6 | end
i: 17 | n_features : 5 | start
i: 17 | n_features : 5 | end
i: 18 | n_features : 20 | start
i: 18 | n_features : 20 | end
i: 18 | n_features : 19 | start
i: 18 | n_features : 19 | end
i: 18 | n_features : 18 | start
i: 18 | n_features : 18 | end
i: 18 | n_features : 17 | start
i: 18 | n_features : 17 | end
i: 18 | n_features : 16 | start
i: 18 | n_features : 16 | end
i: 18 | n_features : 15 | start
i: 18 | n_features : 15 | end
i: 18 | n_features : 14 | start
i: 18 | n_features : 14 | end
i: 18 | n_features : 13 | start
i: 18 | n_features : 13 | end
i: 18 | n_features : 12 | start
i: 18 | n_features : 12 | end
i: 18 | n_features : 11 | start
i: 18 | n_features : 11 | end
i: 18 | n_features : 10 | start
i: 18 | n_features : 10 | end
i: 18 | n_features : 9 | start
i: 18 | n_features : 9 | end
i: 18 | n_features : 8 | start
i: 18 | n_features : 8 | end
i: 18 | n_features : 7 | start
i: 18 | n_features : 7 | end
i: 18 | n_features : 6 | start
i: 18 | n_features : 6 | end
i: 18 | n_features : 5 | start
i: 18 | n_features : 5 | end
i: 19 | n_features : 20 | start
i: 19 | n_features : 20 | end
i: 19 | n_features : 19 | start
i: 19 | n_features : 19 | end
i: 19 | n_features : 18 | start
i: 19 | n_features : 18 | end
i: 19 | n_features : 17 | start
i: 19 | n_features : 17 | end
i: 19 | n_features : 16 | start
i: 19 | n_features : 16 | end
i: 19 | n_features : 15 | start
i: 19 | n_features : 15 | end
i: 19 | n_features : 14 | start
i: 19 | n_features : 14 | end
i: 19 | n_features : 13 | start
i: 19 | n_features : 13 | end
i: 19 | n_features : 12 | start
i: 19 | n_features : 12 | end
i: 19 | n_features : 11 | start
i: 19 | n_features : 11 | end
i: 19 | n_features : 10 | start
i: 19 | n_features : 10 | end
i: 19 | n_features : 9 | start
i: 19 | n_features : 9 | end
i: 19 | n_features : 8 | start
i: 19 | n_features : 8 | end
i: 19 | n_features : 7 | start
i: 19 | n_features : 7 | end
i: 19 | n_features : 6 | start
i: 19 | n_features : 6 | end
i: 19 | n_features : 5 | start
i: 19 | n_features : 5 | end
i: 20 | n_features : 20 | start
i: 20 | n_features : 20 | end
i: 20 | n_features : 19 | start
i: 20 | n_features : 19 | end
i: 20 | n_features : 18 | start
i: 20 | n_features : 18 | end
i: 20 | n_features : 17 | start
i: 20 | n_features : 17 | end
i: 20 | n_features : 16 | start
i: 20 | n_features : 16 | end
i: 20 | n_features : 15 | start
i: 20 | n_features : 15 | end
i: 20 | n_features : 14 | start
i: 20 | n_features : 14 | end
i: 20 | n_features : 13 | start
i: 20 | n_features : 13 | end
i: 20 | n_features : 12 | start
i: 20 | n_features : 12 | end
i: 20 | n_features : 11 | start
i: 20 | n_features : 11 | end
i: 20 | n_features : 10 | start
i: 20 | n_features : 10 | end
i: 20 | n_features : 9 | start
i: 20 | n_features : 9 | end
i: 20 | n_features : 8 | start
i: 20 | n_features : 8 | end
i: 20 | n_features : 7 | start
i: 20 | n_features : 7 | end
i: 20 | n_features : 6 | start
i: 20 | n_features : 6 | end
i: 20 | n_features : 5 | start
i: 20 | n_features : 5 | end
     Dataset  n_features    CV_RMSE     CV_R2  Test_RMSE   Test_R2
0          1          20  26.350554  0.768089  34.641704  0.598919
1          1          19  26.723687  0.767538  33.881615  0.616327
2          1          18  27.904350  0.745704  33.764346  0.618978
3          1          17  28.684429  0.732028  31.373463  0.671029
4          1          16  27.650492  0.748577  33.174301  0.632179
..       ...         ...        ...       ...        ...       ...
315       20           9  34.168464  0.590774  42.023563  0.455847
316       20           8  34.640776  0.581277  41.631241  0.465960
317       20           7  37.518799  0.507529  44.945863  0.377536
318       20           6  43.129738  0.370961  44.034449  0.402525
319       20           5  43.715946  0.354890  45.878486  0.351436

[320 rows x 6 columns]
