Dataset,n_features,CV_RMSE,CV_R2,Test_RMSE,Test_R2
1,20,26.35055408858762,0.7680893526724475,34.64170363491814,0.5989193373900523
1,19,26.723686537000326,0.7675382631371784,33.881615420291254,0.6163268063448777
1,18,27.904350361908875,0.745704058143636,33.76434573652377,0.6189781185179997
1,17,28.68442915771787,0.7320278723506967,31.373463470827666,0.671028579280423
1,16,27.650492054390035,0.7485770824728393,33.17430097865,0.6321787626792011
1,15,27.543003413603465,0.751958189668042,33.1974702493729,0.6316648030446723
1,14,28.88131394890481,0.7284572234199991,38.30151319110048,0.5096963749913841
1,13,28.4390832216039,0.7364967121954483,38.300504618643295,0.5097221964370585
1,12,29.601354245471867,0.7126888151900895,39.43375772265913,0.48027983506526073
1,11,29.430271139391884,0.7156435379548021,36.18467269954421,0.5623947362931709
1,10,29.23383464006372,0.7188688918538891,36.42950153114241,0.5564529476024755
1,9,34.89352506892278,0.5955024455771725,38.980144332108054,0.49216792746932025
1,8,35.047602900848105,0.5876995943033897,39.048809693872435,0.49037721137194046
1,7,37.04097889655922,0.5454127719570797,40.3474629424006,0.4559163157381415
1,6,39.67495950694329,0.4797445521509032,43.02931867722048,0.3811830812389885
1,5,42.436751543382954,0.40473604820804565,39.9594302958156,0.46633119718862015
2,20,27.564274620220818,0.7551021575558046,39.90478470044597,0.3238910393943054
2,19,26.777545072604834,0.7709186180869716,40.983282746308404,0.2868510742066057
2,18,26.705738240131375,0.7716600882796644,41.130328954445716,0.2817243998483854
2,17,27.471004839558596,0.7583510190908322,37.6567923077597,0.39792111888881776
2,16,27.84394438943562,0.7532505100467624,36.17433609168503,0.4443927728124589
2,15,27.66999980718149,0.7550286603494814,37.51896494424784,0.40232038271794646
2,14,28.46473871361552,0.7430926672847616,39.69625844553288,0.330938720588858
2,13,28.090169401428334,0.7473514395596705,37.832020571304156,0.3923047774692421
2,12,31.830712377502532,0.6665031118923181,40.396278870377074,0.3071336479039798
2,11,31.740236977019443,0.6690139549216123,40.128032185483484,0.31630488939325185
2,10,31.75143455714946,0.6687946010884555,42.86792269065045,0.21975386608850345
2,9,32.96637017771151,0.6446023404846319,42.60799795767827,0.22918704652164767
2,8,35.47384211761663,0.5842411231950122,48.33418945518956,0.008082327624586605
2,7,38.208887969810775,0.5291265603647654,48.151242317366474,0.015577025180773418
2,6,39.68655172959434,0.5053447647916118,45.130361132034864,0.13522253230558212
2,5,40.2701370398649,0.49325360577568655,45.70292293862468,0.11314074925651496
3,20,26.411900375738515,0.7585998470350501,38.84972125446126,0.48655335649902
3,19,26.73704448558926,0.7510169236601485,37.96212939369373,0.5097465763556059
3,18,26.75552793696958,0.7493422626029576,38.22321034980707,0.5029800448541653
3,17,27.35704046041015,0.7398425368700375,38.77817975158497,0.4884426324982122
3,16,27.779232827310913,0.7342978487394622,37.50878032815821,0.5213860090894256
3,15,28.853448963426917,0.7173202233506161,35.99250012920809,0.5592995086626011
3,14,29.698956492070504,0.6985411023463285,35.084488325705436,0.5812548411012782
3,13,30.018778748170643,0.6929919887976134,34.582551958122664,0.593150692457585
3,12,30.736901110815086,0.6819346171667517,33.85722337326411,0.6100380956831974
3,11,33.56014174594484,0.6219891273924986,33.40206500681905,0.6204524968553311
3,10,37.73032169538887,0.5178340337059457,36.321238604095164,0.5512124450967265
3,9,39.04108366210075,0.4805269624532646,36.66855004171936,0.5425886049706428
3,8,39.19499049580102,0.47468480040257494,38.04513384087004,0.5076003478353494
3,7,39.99820851256633,0.45769875996507803,39.60650599424779,0.4663548484695369
3,6,39.92874350359808,0.4593839141176116,40.12205998722596,0.45237161487976807
3,5,41.76231461354046,0.4114812264919802,39.73897444905514,0.46277920531968963
4,20,25.56902336208582,0.7834013704834857,32.21492647586583,0.6516782782834636
4,19,25.473237308532127,0.7862774715224919,33.555816636598,0.6220782434488262
4,18,25.791438566243322,0.7811504083106584,32.92188123951971,0.6362227318205527
4,17,25.73104937040416,0.7815576704458674,32.93276803328228,0.6359821001941995
4,16,26.534331387194293,0.7685194691671391,33.924575344503566,0.6137263268161901
4,15,29.64212927437818,0.7091857845208255,36.39183919002227,0.555497427355157
4,14,29.40801233194704,0.7133403208521304,36.894527800383656,0.5431325871626196
4,13,29.173305151125277,0.7165838946608503,36.69543565761676,0.5480500261193976
4,12,31.424085843234263,0.6756203480538868,36.881861962747394,0.5434462171533039
4,11,33.42001197649207,0.6290405529492054,40.26538228537966,0.4558358548886603
4,10,33.71901427785499,0.6213145565387916,39.7962770898018,0.46844138457549345
4,9,34.63675569502354,0.6021984078328299,40.076869998451336,0.4609192039640031
4,8,36.86426649306768,0.5505742011977172,42.12993098087231,0.40427234061070716
4,7,36.69261339501003,0.5561770460714947,41.719516116019925,0.41582254194915236
4,6,39.602457629969614,0.47836667834329905,43.678536955770326,0.359672084984038
4,5,42.681630293106025,0.39223276953967895,42.13465738318857,0.40413866811411014
5,20,28.11790819700162,0.7082381386982239,27.137403716586732,0.7432685857578133
5,19,28.58075175896199,0.700787058087134,26.469825413265447,0.7557443740174434
5,18,30.966041480613864,0.6648234614121276,29.496724799389398,0.696687705366964
5,17,30.607669503651373,0.6767798077192146,29.86241660519327,0.6891203302683264
5,16,30.800873975786782,0.6739291477383651,30.258219171669097,0.680824791590322
5,15,30.860080530502778,0.6734001201376602,30.323994470721118,0.6794356375976416
5,14,30.806038673019607,0.6751797723097435,30.729992937124127,0.6707943024770062
5,13,31.046522333921388,0.6625176293781747,31.89011532640215,0.6454686849084779
5,12,31.939309006016195,0.6446918092276628,30.164452405815233,0.682799901565877
5,11,32.67415780453906,0.628942997340647,30.023719396625932,0.685752807060439
5,10,34.716785396417755,0.5845570429598902,29.941669609695055,0.6874680298366292
5,9,37.63863422843735,0.5155995580971844,33.43970229543094,0.6101772088182007
5,8,37.95938349997137,0.5077790149911177,33.73741627638953,0.6032051181896372
5,7,41.137782307237444,0.42730253931120077,37.981977561564754,0.49708155072716553
5,6,41.84762826547823,0.4071351933798023,39.78992192096106,0.44806416005531113
5,5,41.840835516181755,0.40727876292195575,39.66310147779082,0.4515768685940269
6,20,28.512330898776604,0.7103026912936536,29.831990128187236,0.7366416855643971
6,19,29.19761909359429,0.6930402380054059,35.47173037496388,0.6276534536370126
6,18,29.94669979027563,0.6740864244206483,34.53022758830484,0.647157035515808
6,17,29.727003034815016,0.6772913441263837,35.38527479062671,0.6294662892474121
6,16,30.943403219555364,0.6587585539484637,38.422728023208315,0.5631232085718076
6,15,35.172537987094984,0.5602417284279164,45.39167594240035,0.3902735760658278
6,14,35.6008177125016,0.548237892423382,45.628382732681324,0.3838978388570278
6,13,35.72447872976639,0.5453993089223161,45.313972861702986,0.39235929196827435
6,12,36.48519923916293,0.5327007688261222,52.45897602951364,0.1856291893072285
6,11,37.368113668358575,0.5097948170946959,52.43579432866198,0.18634877366534564
6,10,37.75481084139418,0.5002655103939252,52.83967079300399,0.17376652409576854
6,9,40.095125062068455,0.4305763793998632,54.567838227090526,0.11883735340115198
6,8,40.182458502184495,0.4271027367549906,54.663783680559064,0.11573597068169528
6,7,40.68361182809609,0.40985180062753573,54.76297350689155,0.11252398766841987
6,6,43.31613017789981,0.347600367169523,61.66503938564773,-0.12528001822471224
6,5,44.44415998956684,0.3087663569615403,60.91762934959118,-0.09816745499030466
7,20,27.14035871053742,0.7417849234606957,27.295415548773683,0.7811468906284894
7,19,27.273155238860568,0.7380611959375681,26.53304513939062,0.7932014486670811
7,18,27.463618499547938,0.7346968967346692,26.270055192660813,0.7972806192810686
7,17,28.08801378446531,0.7234430662224283,26.98783752253522,0.7860513876159582
7,16,28.4083508629487,0.7194131573984829,28.67018683455957,0.7585460321598869
7,15,28.805182991285402,0.7108175854121405,28.540952453905394,0.7607178928384305
7,14,28.966834478079154,0.7075650977025979,28.549364828496927,0.7605768164412849
7,13,29.341361205257044,0.700695951413128,27.911651954249358,0.7711534432308758
7,12,34.02228127550161,0.6015210523497289,33.98658336036152,0.6606965187794573
7,11,33.977998186562516,0.6010044972322938,35.16848715408571,0.6366872211397465
7,10,34.64487079500047,0.5840585930096801,35.26637318866889,0.6346619569039524
7,9,35.88229418717622,0.5522503964153136,36.23622936286034,0.6142914195774563
7,8,37.484723228522306,0.5153020783000193,38.41225710646797,0.5665760013068111
7,7,38.9058111454565,0.48006456396404856,45.15347469164471,0.4010981526428816
7,6,41.606882250485285,0.4027786992244664,44.995562239805736,0.4052798323816198
7,5,42.43010950166711,0.37792536735054943,47.13930162422476,0.3472609597612324
8,20,26.9678412644807,0.7579706407293605,31.632477857290233,0.5017291980418495
8,19,27.50347267137746,0.7484729938983914,30.829071073158588,0.526718104871737
8,18,27.75152542492748,0.7455101122615698,31.479220370553218,0.5065456871125855
8,17,27.885367311581565,0.7446340435407828,31.162412932831057,0.5164279739497587
8,16,27.724310147696674,0.7462468955457116,32.0360887290709,0.48893282353880807
8,15,28.315666128003198,0.7295453589874621,33.323293488095565,0.4470385572638659
8,14,31.768423510299755,0.6624727874299663,40.53202597991662,0.18192025860795924
8,13,32.60828754140974,0.6403010202053726,40.08883702910423,0.19971269330698982
8,12,34.22227547964917,0.6119739211587772,40.29602348630391,0.19141925458492537
8,11,34.17175488718144,0.6098167193547059,40.73325851123293,0.17377692430992342
8,10,35.10601821188987,0.5919193916376068,41.48684927920303,0.14292284265124666
8,9,38.23036171467218,0.5149362360363614,37.11057899962011,0.31420474813522703
8,8,38.30453082615032,0.5190222816262366,41.34246731634396,0.1488780382875593
8,7,38.33982312244056,0.5159063021699467,41.36937452467781,0.14776979439499438
8,6,40.72189079020244,0.45818457818285063,40.911667990246805,0.1665234489378885
8,5,41.86300294575439,0.4286076751455042,43.05218221478086,0.07702624305418604
9,20,28.770299595343353,0.7272571000295845,19.20566022304532,0.8769183896404799
9,19,29.320402244582574,0.7164388515633895,20.664458210506098,0.8575105422543867
9,18,30.078020648604024,0.7043540498177439,21.41507444710857,0.8469709563137194
9,17,30.17422077120194,0.7023083560924555,21.547155289607623,0.8450774736601842
9,16,30.63212425599425,0.6949963180512645,24.473997992005785,0.8001314198118914
9,15,30.861123719838087,0.6914327150717409,23.357160759289748,0.8179566633964969
9,14,30.910222505921922,0.686088807678537,30.405263785930124,0.6915162878527976
9,13,35.290090105664184,0.5944503447079954,37.43335577922392,0.5324240002306411
9,12,35.05503682794123,0.6004439502583229,36.84294157160769,0.547057281930571
9,11,34.6566947794934,0.6076421380512113,37.085099054254954,0.5410836043801066
9,10,35.80716536451412,0.5804204823300942,38.671307541314675,0.5009863788952333
9,9,35.95665096773178,0.5772177067272906,37.54028454525099,0.5297489136628885
9,8,39.51005565377487,0.47435836208298376,38.36222845503777,0.5089312003234296
9,7,42.93451114147801,0.3970169753129221,44.757291472108655,0.3315602300244993
9,6,46.38687192373562,0.2876773575954625,40.26709956429361,0.45895251287968253
9,5,46.95349220567833,0.2714673543315896,41.68968111264131,0.4200482895844896
10,20,27.894059649857883,0.7408392307673177,35.6642979891139,0.5548927577331214
10,19,28.591624321854333,0.731374928132104,34.48254899582479,0.5839016200502456
10,18,28.667172073524274,0.7289112846942326,34.47654200818105,0.5840465791782008
10,17,28.986422678505278,0.7207041140326959,36.5390462147087,0.5327904468018135
10,16,29.00980733362552,0.7214272316516165,35.44413585792985,0.5603712497736835
10,15,29.312013461773148,0.7108638677972087,35.48631286731224,0.5593243483496348
10,14,30.22131419766182,0.6929202889125784,37.24931422348645,0.5144501054081261
10,13,29.847864490493286,0.7024783123175057,38.97815379683831,0.468332846031006
10,12,30.82333693733674,0.6865704505515953,36.84781891438339,0.524860787426934
10,11,31.69156110260753,0.6660230772096095,34.18692960387494,0.5910054731187622
10,10,37.05352165513246,0.5532672348968825,38.02543568673634,0.4940056137706228
10,9,37.74721366524177,0.5317755906424864,38.25100325604377,0.4879846727928132
10,8,38.57645221803355,0.5114905702599801,40.489993366172314,0.4262896138382962
10,7,40.64058997127519,0.4642531927671104,42.45510768490732,0.3692500939029759
10,6,42.73425219826679,0.40482911918131537,42.753183897834106,0.3603620441161334
10,5,43.05595351723465,0.3972429207394344,42.69457631024989,0.3621145191091846
11,20,26.767127421353745,0.7512892797730762,26.094996864245058,0.8458033526366635
11,19,27.746641698247902,0.7337851318516295,27.195343799518085,0.8325251721433914
11,18,28.13313536605788,0.7246278426262414,27.169437925076057,0.8328440881652508
11,17,29.13280058726434,0.7026593312771199,30.04656538592607,0.7955674229550204
11,16,30.665255218832403,0.6702622863841026,35.84607113709841,0.7090331196223516
11,15,30.3099123657063,0.6775142836767957,35.405991939711036,0.7161336161061175
11,14,32.854323418780055,0.6221232674396979,35.3782646526254,0.7165780472526491
11,13,33.40196396097826,0.6056925621012546,36.3232320007737,0.7012352178375247
11,12,33.95750619223418,0.5955425335403055,36.855081052113405,0.6924220667452468
11,11,35.14172994817383,0.5694812765288952,38.70788611417826,0.6607191540344228
11,10,35.59169209774898,0.5585417997806322,37.816457818174456,0.6761662364455774
11,9,37.981484521968696,0.4991195670812408,40.05116884503611,0.6367623786511656
11,8,38.348981151095145,0.4881720745566313,40.20398208213879,0.6339852607072778
11,7,39.09201375850803,0.4677322445295765,42.01128578116404,0.6003384390140682
11,6,40.71616370575385,0.42871467733834756,40.547015972966875,0.6277126929521845
11,5,42.56298565486112,0.3714653539070648,43.53686329895876,0.5707851833648109
12,20,29.737478982395345,0.675134690094997,31.91233805407027,0.7111930922589935
12,19,29.15818400709851,0.6857895990559137,29.56759050393513,0.7520739287574303
12,18,29.416898583882965,0.6785253519708542,29.876895550352597,0.7468597140406084
12,17,29.40927621590304,0.6810491257568062,29.66100159280082,0.7505049387682527
12,16,29.536818331201886,0.6772420093079866,30.345167539315838,0.7388624002224728
12,15,29.915291088725507,0.6833587712335417,30.933079606180897,0.7286457379628787
12,14,30.344236249152335,0.6764225847403738,31.20911113271559,0.7237812674448016
12,13,33.7007523474404,0.6038028045927104,35.30125883526737,0.6465966078386713
12,12,33.521223981045665,0.6102416759512502,36.84703403514936,0.6149692637437297
12,11,34.70558286031921,0.5926531107980708,44.44438811905293,0.4398243951480125
12,10,34.251217705650404,0.602650355994306,45.71101508090158,0.40744037081851037
12,9,35.130507349594595,0.5743779825025052,45.24346507850536,0.4195002369873789
12,8,35.851101661971676,0.5637285758566014,47.218490601582275,0.3677125974882266
12,7,40.496128173910996,0.43642792956003473,51.9412811269531,0.23490450763167747
12,6,41.744347260119376,0.40384523318020155,53.21261823886121,0.19699253033928876
12,5,42.99329152485298,0.36572657703761113,53.71324726039165,0.18181192376231559
13,20,29.1954552397288,0.7149310040984144,25.313108193130237,0.7447510374975768
13,19,28.86508937440656,0.723976573445833,26.24459001396498,0.7256198936048446
13,18,28.932237893461046,0.7204490673188528,25.310308961692176,0.7448074874134574
13,17,28.590141125754702,0.728047707525368,26.78945136575012,0.7141088748531168
13,16,30.412793447658412,0.6978356170169857,33.69694083096515,0.5476714655667724
13,15,30.52013101235185,0.6965526348545021,33.514008031821675,0.5525693061019391
13,14,33.94296592936049,0.6274529909913391,38.37169905342759,0.4134634314649749
13,13,33.9501486458076,0.6211444807828888,36.39848812852008,0.4722360463949179
13,12,33.884540943579964,0.6207681617053037,37.80905298103274,0.4305381511210101
13,11,35.602572898986146,0.5813972705223414,37.44523876754176,0.4414446151052902
13,10,37.7368367409171,0.529515604332572,41.744810899986106,0.30581051527538505
13,9,38.65465106657389,0.5034871462056199,41.07110142299678,0.328036421713481
13,8,39.361760416886355,0.4857103588257341,42.75719748512399,0.27173154626437845
13,7,41.13761124758773,0.4469378372454167,43.16031442606715,0.2579345109398331
13,6,41.67784169970235,0.4308886469063392,43.099238944505004,0.26003319536638747
13,5,42.04420375050766,0.41907314293594294,43.06332785152357,0.261265790038929
14,20,27.88583613465183,0.7564553856566756,25.560964488989395,0.6643626102073938
14,19,27.86227152574463,0.753039259856136,24.96052458288481,0.6799459862899226
14,18,28.139066857807194,0.7502551677164652,25.459852874210647,0.6670127227592341
14,17,28.144578082184914,0.7480373340679422,27.210354780128707,0.619649256372397
14,16,31.482718954333603,0.6804556711701502,24.95000379541518,0.6802157330742231
14,15,31.66373840534792,0.6774392076970558,23.950833273058098,0.7053156201309911
14,14,33.128310692423085,0.6487185560430968,24.60206060625481,0.689072718973498
14,13,32.70548853816782,0.6599324086152019,24.979100631799774,0.6794694296930608
14,12,33.28594097136175,0.6502047783016816,23.296279032876303,0.7212024326924662
14,11,33.138242985794676,0.654587298625808,21.870476893510254,0.7542846051882577
14,10,34.8705603105151,0.6185327824799037,24.23078386309616,0.6983864915493028
14,9,35.12921333540568,0.6138801971015846,25.87975121393066,0.6559385183965941
14,8,41.5814799907682,0.4506629348430842,32.994263927611655,0.44076705376505665
