Dataset,n_features,CV_RMSE,CV_R2,Test_RMSE,Test_R2
16,6,42.24002242,0.258967689,40.12542174,0.181664197
6,19,38.5782901,0.257702589,28.94936928,0.603444069
10,13,39.84738004,0.25623713,40.69021751,0.386391506
5,19,38.10319548,0.254362235,45.31153839,0.235833146
19,12,39.92970005,0.253782816,35.41804492,0.450267293
6,18,38.67679676,0.251709009,29.34019762,0.592664457
3,7,38.88834508,0.251661708,55.98496655,-0.013611506
9,9,39.51539051,0.251148706,40.1799115,0.382315262
1,6,41.29081956,0.250301376,32.07202009,0.21059904
5,18,38.23516599,0.250026131,45.48544333,0.22995617
10,12,40.00153758,0.249110047,41.80197192,0.352402925
19,11,40.01840486,0.248980614,35.41804492,0.450267293
7,5,40.29839311,0.248530392,54.43351369,0.074381088
15,7,40.16542992,0.246638606,42.65863022,0.195219041
11,10,38.9531416,0.245812859,53.35536467,0.190799255
5,17,38.35296555,0.244817146,45.55929715,0.22745353
2,5,40.15880633,0.24357998,46.68238848,0.064446676
13,8,40.52994433,0.243442155,39.24351906,0.19410156
5,16,38.42648141,0.241829902,45.45234343,0.231076489
10,11,40.21207795,0.241201546,42.62001455,0.326808649
5,15,38.4881838,0.239614544,45.65762818,0.224115144
6,15,39.53070357,0.238949738,30.31163899,0.565244507
1,5,41.7607597,0.238207774,33.13627789,0.157339829
14,7,37.72271823,0.236998563,59.95201549,0.178259004
19,10,40.32897566,0.236884316,36.05888189,0.430194128
10,10,40.33507578,0.234632905,42.55941189,0.328721749
5,14,38.64920741,0.234164476,46.36217849,0.199984778
11,9,39.2411773,0.234142944,53.85190912,0.175667737
13,7,40.82101022,0.233984953,39.30004819,0.191778142
3,6,39.35335242,0.233323067,57.04022489,-0.052182669
19,9,40.43697567,0.233169724,36.39259458,0.419598606
10,9,40.46127369,0.230808886,42.73041001,0.323316697
20,10,40.6424298,0.230052178,31.10412406,0.304325691
12,9,39.93707931,0.229683149,45.91262004,0.21179092
18,6,38.83320136,0.229662094,50.9814889,0.251898848
15,6,40.80576497,0.229134559,43.16736729,0.175909314
4,8,42.14776527,0.228434066,34.91221782,0.25128668
20,9,40.70169555,0.228178801,31.20390858,0.299854973
5,13,38.83199422,0.227536468,48.19637311,0.135431722
8,6,39.97553857,0.227330548,46.64370815,0.123356553
17,5,43.03291365,0.226190307,33.46603737,0.018116191
16,5,43.06638961,0.225796801,40.99725527,0.14571674
3,5,39.53126912,0.225746552,56.96667436,-0.049470944
19,8,40.62375249,0.225231304,36.46287141,0.417354844
12,8,40.03933515,0.224447092,45.91269919,0.211788203
5,12,38.92667529,0.223264448,48.42149074,0.127336337
11,8,39.60310727,0.221048398,55.20946394,0.133582631
6,16,39.72938095,0.220323489,29.9331989,0.576032564
6,14,40.13410103,0.219720269,31.09102473,0.542599842
10,8,40.74342662,0.218958483,44.8525972,0.254433249
5,11,39.02504124,0.218652978,48.42130552,0.127343013
4,7,42.4068246,0.217718218,35.37554576,0.231282125
13,6,41.37127071,0.217492845,39.44992188,0.185601958
19,7,40.79190261,0.2173589,36.60556075,0.412785817
20,8,40.94086347,0.217336372,32.51745931,0.239668076
10,7,40.80202657,0.217187958,44.72238227,0.258755986
20,7,40.94513598,0.217061055,32.49293549,0.240814489
12,7,40.20595125,0.217051874,46.16373394,0.2031453
9,8,40.57125037,0.214394581,43.59937494,0.272706938
6,17,39.8088029,0.214179631,29.91566462,0.576529122
11,7,39.75229035,0.212936821,55.20945552,0.133582896
10,6,40.99353484,0.20923443,45.03087248,0.248494673
6,13,40.34794477,0.206634419,31.13199624,0.541393531
9,7,40.81991439,0.205443246,43.53042971,0.275005307
12,6,40.51924146,0.205355984,46.74426713,0.18297755
5,10,39.34866338,0.204584166,48.53104424,0.123383071
6,12,40.54973633,0.203825917,31.29203201,0.536666428
20,6,41.25844913,0.200356423,32.47826485,0.241499882
4,6,42.84413499,0.197851729,35.27006701,0.235859441
9,6,41.11590509,0.195070548,45.08739507,0.222215636
6,11,40.86200642,0.194827609,31.2565936,0.53771529
15,5,41.72064673,0.192469175,45.17268111,0.097565653
6,10,41.10972308,0.186358777,31.2565936,0.53771529
4,5,43.05848777,0.186348126,35.27006701,0.235859441
18,5,39.92230486,0.185084289,52.57058762,0.204535217
19,6,41.71941991,0.18334742,36.94228454,0.401932908
10,5,41.61840277,0.182664749,45.88944256,0.2195647
9,5,41.56517005,0.179737698,44.74169483,0.234096981
6,9,41.23443458,0.179454017,31.2565936,0.53771529
5,8,40.03152842,0.179295659,48.85549671,0.111622711
5,9,40.10165846,0.176918617,48.88055553,0.11071115
14,6,39.20945055,0.176304588,59.88817817,0.180008063
8,5,41.56396271,0.175211512,45.98159123,0.14806817
5,7,40.20102358,0.172754584,48.85549671,0.111622711
19,5,42.08126561,0.171781244,39.55373727,0.314389505
13,5,42.62482098,0.171433238,40.23183013,0.152998843
6,8,41.49930718,0.166352342,32.00974163,0.515168783
5,6,40.41778417,0.16391638,48.9594386,0.107838578
11,6,41.01116111,0.157491774,55.6158437,0.12078083
20,5,42.20163229,0.154771685,33.03076262,0.215474226
14,5,39.77812282,0.15330734,61.29053975,0.141156031
11,5,41.21813119,0.149057456,55.6158437,0.12078083
12,5,41.7108244,0.148207827,46.34253664,0.196960545
5,5,41.07566412,0.135169086,50.22531972,0.061107216
6,7,42.096944,0.133912424,34.52059491,0.436125077
6,6,42.25598688,0.124361687,34.77803147,0.427683549
6,5,43.0029881,0.092085798,36.98036579,0.352904107
