iter	RMSE
0	56.34119525
1	55.6690943
2	55.0210689
3	54.38903013
4	53.9737526
5	53.51358926
6	52.97802303
7	52.46581142
8	51.97592081
9	51.6860012
10	51.22635584
11	50.76989209
12	50.36249451
13	49.95723773
14	49.49691605
15	49.03308229
16	48.55111825
17	48.2040822
18	47.7871304
19	47.27839229
20	46.93345521
21	46.57149585
22	46.12722461
23	45.66333742
24	45.34898969
25	44.90421478
26	44.45394725
27	44.09396534
28	43.88470945
29	43.49982209
30	43.15764703
31	42.6969779
32	42.30237673
33	41.96476629
34	41.66212037
35	41.34130185
36	41.11762468
37	40.88695233
38	40.59813512
39	40.22623279
40	39.99281324
41	39.5319772
42	39.24695251
43	38.9612742
44	38.69768256
45	38.37010498
46	38.11410592
47	37.92155977
48	37.63411606
49	37.4131543
50	37.18642126
51	37.00785402
52	36.72959881
53	36.54474989
54	36.30160184
55	35.95157231
56	35.78236636
57	35.4888365
58	35.297026
59	35.01917964
60	34.80375526
61	34.57338505
62	34.35582062
63	34.18801743
64	33.99693099
65	33.82983893
66	33.63731775
67	33.41945154
68	33.11378499
69	32.95178676
70	32.80603021
71	32.61387188
72	32.40713452
73	32.18899219
74	31.9900476
75	31.83298733
76	31.66185271
77	31.47994712
78	31.33729809
79	31.13110744
80	30.93662923
81	30.77431329
82	30.61238472
83	30.43716168
84	30.26511349
85	30.09610852
86	29.92472763
87	29.78780689
88	29.66324657
89	29.50155495
90	29.3747449
91	29.26887456
92	29.14750667
93	29.01007353
94	28.87230776
95	28.68759254
96	28.53145098
97	28.3282084
98	28.11998425
99	28.01544099
100	27.87999397
101	27.71878797
102	27.62112082
103	27.51970392
104	27.41446673
105	27.33054915
106	27.2243477
107	27.14852576
108	27.03602196
109	26.94647899
110	26.85345994
111	26.75657933
112	26.66427076
113	26.56205502
114	26.38771007
115	26.28768902
116	26.21306671
117	26.10509829
118	26.02849784
119	25.95352368
120	25.87277736
121	25.80429249
122	25.74379407
123	25.65605827
124	25.52318432
125	25.34306222
126	25.23944363
127	25.09472332
128	24.9910045
129	24.86060055
130	24.74243069
131	24.66309552
132	24.59332968
133	24.52794137
134	24.4542421
135	24.37917977
136	24.30879631
137	24.23465449
138	24.17987271
139	24.09971967
140	23.98283922
141	23.88747772
142	23.81202002
143	23.74655279
144	23.66293632
145	23.57154496
146	23.45828562
147	23.37881457
148	23.30321708
149	23.23855086
150	23.1727791
151	23.09140962
152	23.0310283
153	22.96803469
154	22.90545071
155	22.83933454
156	22.78961206
157	22.70970723
158	22.64050036
159	22.52585356
160	22.47926902
161	22.41566077
162	22.34452023
163	22.25317759
164	22.16888305
165	22.09452859
166	22.05017221
167	21.96111235
168	21.91458141
169	21.81812746
170	21.77158197
171	21.69716883
172	21.63583384
173	21.56349151
174	21.50728596
175	21.45450767
176	21.39316135
177	21.36132531
178	21.33912191
179	21.28462093
180	21.24515497
181	21.18179762
182	21.13091203
183	21.0886672
184	21.02542424
185	20.94224192
186	20.8997872
187	20.86085641
188	20.84403872
189	20.80736823
190	20.72721862
191	20.67134632
192	20.59194481
193	20.51544717
194	20.48729955
195	20.41956632
196	20.34735498
197	20.30560308
198	20.25828065
199	20.19259327
200	20.15655569
201	20.118242
202	20.04946949
203	19.9852414
204	19.93660919
205	19.91717137
206	19.90158747
207	19.85738106
208	19.83033748
209	19.78255637
210	19.75778843
211	19.72594111
212	19.66689517
213	19.63776158
214	19.61424018
215	19.57826731
216	19.52185752
217	19.48574598
218	19.46580481
219	19.43930311
220	19.38850559
221	19.37010035
222	19.25655838
223	19.22674149
224	19.21114478
225	19.19006352
226	19.12464706
227	19.10133198
228	19.0747699
229	19.02002976
230	19.00326075
231	18.93877615
232	18.91654759
233	18.89853811
234	18.80121148
235	18.77922731
236	18.760877
237	18.68015778
238	18.63144968
239	18.57749513
240	18.55371369
241	18.53661309
242	18.51525688
243	18.49570681
244	18.45315781
245	18.36103047
246	18.32077951
247	18.2991179
248	18.21957366
249	18.20207245
250	18.14386082
251	18.12812031
252	18.11282286
253	18.05765442
254	17.99520132
255	17.9424761
256	17.86675316
257	17.85284568
258	17.79228405
259	17.76471927
260	17.7328496
261	17.70568147
262	17.62431963
263	17.57687968
264	17.56049938
265	17.46748102
266	17.41057033
267	17.39549561
268	17.38341742
269	17.36965103
270	17.29857279
271	17.2522699
272	17.23818134
273	17.22108504
274	17.20857643
275	17.1779107
276	17.15784663
277	17.09014428
278	17.01677865
279	17.00560004
280	16.95384186
281	16.91298395
282	16.84608769
283	16.83161506
284	16.81957003
285	16.77787908
286	16.76455535
287	16.68855066
288	16.67693061
289	16.62958451
290	16.61839729
291	16.60825775
292	16.55839161
293	16.54624801
294	16.53357393
295	16.45710105
296	16.42081783
297	16.39192946
298	16.38172601
299	16.36960237
300	16.35778784
301	16.26668787
302	16.25484165
303	16.24350038
304	16.20859358
305	16.19751126
306	16.18666953
307	16.17578899
308	16.16534003
309	16.11795643
310	16.10747686
311	16.04088244
312	16.03034918
313	15.99872345
314	15.95930298
315	15.91732148
316	15.86745058
317	15.83042881
318	15.789887
319	15.77963621
320	15.77095359
321	15.7214763
322	15.70946309
323	15.69799069
324	15.65679728
325	15.6478377
326	15.63837256
327	15.60306466
328	15.57648305
329	15.55328041
330	15.52095057
331	15.49237476
332	15.48129011
333	15.4107968
334	15.38785311
335	15.34117937
336	15.33208789
337	15.32136216
338	15.31266892
339	15.25641375
340	15.24627872
341	15.18799499
342	15.17506495
343	15.14263657
344	15.1304087
345	15.10724091
346	15.09859014
347	15.05914545
348	15.00418511
349	14.98951175
350	14.95995619
351	14.95264188
352	14.94286903
353	14.88321406
354	14.852646
355	14.84448165
356	14.79539119
357	14.74484902
358	14.73721823
359	14.69073439
360	14.66480771
361	14.65566396
362	14.61141363
363	14.57921456
364	14.49777446
365	14.49031812
366	14.47181304
367	14.45985241
368	14.44177678
369	14.42108447
370	14.41382651
371	14.393892
372	14.37675265
373	14.3625301
374	14.3416163
375	14.31897988
376	14.27315427
377	14.26438121
378	14.21814869
379	14.19262335
380	14.16273702
381	14.11177315
382	14.0771447
383	14.05575494
384	14.00866941
385	13.98758948
386	13.97126406
387	13.96114137
388	13.95253688
389	13.89649386
390	13.88017879
391	13.8673513
392	13.8301358
393	13.79372687
394	13.75305996
395	13.70972977
396	13.66790408
397	13.66086708
398	13.63816078
399	13.59668224
400	13.57665389
401	13.54357713
402	13.53544001
403	13.52839715
404	13.485686
405	13.4780218
406	13.46711574
407	13.45921746
408	13.45190696
409	13.4455228
410	13.43739468
411	13.43018791
